 0.10E-05   20
F	0.95E-08	1.300	0.00E+00	.014	.134	.006	.006	.000	.000	.000	.037	.000
F	0.36E-07	1.750	0.11E+05	21.475	16.106	12.490	32.541	.000	4.821	.000	14.901	7.341
F	0.14E-06	1.801	0.11E+05	1147.275	860.456	667.293	1738.473	.000	257.552	.000	796.068	392.181
F	0.24E-06	1.600	0.36E+03	385.757	945.104	732.938	1909.497	.000	1543.028	.000	398.615	514.343
