1.00E-05	15											
F	8.00E-09	1.45	0.00E+00	0.000	0.000	0.000	0.000	0	0	0	0.000	0
F	4.40E-08	1.47	4.00E+03	39.200	29.40	22.800	59.200	0	0	0	27.20	13.40
F	1.30E-07	1.85	3.58E+03	392.00	294.00	228.00	592.0	0	88.00	0	272.00	134.00
F	1.80E-07	1.70	2.60E+01	392.00	294.0	228.0	592.0	0	88.00	0	272.00	134.00
F	1.50E-06	1.80	5.00E-01	585.18	1433.7	1111.8	2887	0	2341	0	604.69	789.99
