48180	-0.25	720.0	369.09	8.10E-03
48240	-0.03	721.4	367.71	6.24E-03
48300	-0.31	722.0	366.61	4.43E-03
48360	-0.20	721.7	367.16	5.65E-03
48420	-0.42	720.9	367.16	7.96E-03
48480	-0.25	721.4	365.23	8.21E-03
48540	-0.31	720.3	363.57	8.22E-03
48600	-0.14	720.6	362.74	8.12E-03
48660	-0.37	720.3	362.74	7.97E-03
48720	-0.08	720.0	362.19	7.29E-03
48780	-0.25	720.3	361.36	6.68E-03
48840	-0.25	719.8	363.02	6.49E-03
48900	-0.25	718.6	364.67	5.67E-03
48960	-0.48	717.5	364.40	5.19E-03
49020	-0.31	717.8	363.02	5.98E-03
49080	-0.53	718.4	361.91	4.79E-03
49140	-0.37	717.8	361.91	4.01E-03
49200	-0.31	717.5	360.81	4.20E-03
49260	-0.42	718.1	360.81	4.24E-03
49320	-0.37	716.4	362.74	4.09E-03
49380	-0.20	716.4	362.47	4.31E-03
49440	-0.37	716.4	361.36	4.52E-03
49500	-0.42	715.9	360.26	5.23E-03
49560	-0.25	715.3	360.53	4.54E-03
49620	-0.42	715.6	358.88	4.13E-03
49680	-0.53	716.4	357.77	4.31E-03
49740	-0.53	715.6	358.05	7.12E-03
49800	-0.20	715.1	358.05	8.92E-03
49860	-0.08	715.3	356.94	8.27E-03
49920	-0.37	715.1	355.56	8.57E-03
49980	-0.42	714.5	355.84	7.35E-03
50040	-0.37	713.1	355.56	5.39E-03
50100	-0.25	712.6	355.56	5.17E-03
50160	-0.20	712.9	356.39	4.79E-03
50220	-0.37	712.0	356.67	5.43E-03
50280	-0.65	711.7	357.77	6.13E-03
50340	-0.25	711.2	356.94	4.36E-03
50400	-0.53	711.7	356.39	5.82E-03
50460	-0.65	712.0	355.29	5.11E-03
50520	-0.59	711.7	354.74	5.93E-03
50580	-0.14	712.3	353.63	7.93E-03
50640	-0.76	712.6	352.53	6.87E-03
50700	-0.98	712.6	351.70	6.33E-03
50760	-0.42	711.7	351.70	8.11E-03
50820	-0.14	710.6	352.53	5.11E-03
50880	-0.14	710.4	352.25	3.72E-03
50940	-0.48	710.1	351.70	3.61E-03
51000	-0.37	709.3	350.87	4.22E-03
51060	-0.31	709.8	349.77	6.30E-03
51120	-0.37	710.4	347.56	8.93E-03
51180	-0.31	710.6	345.90	8.84E-03
51240	-0.14	710.9	345.35	6.33E-03
51300	-0.42	710.4	345.07	6.79E-03
51360	-0.37	709.8	345.07	6.37E-03
51420	-0.25	709.5	345.90	8.14E-03
51480	-0.31	709.3	345.63	8.65E-03
51540	-0.31	709.3	345.63	8.11E-03
51600	-0.14	708.7	345.63	6.61E-03
51660	-0.42	708.2	345.63	4.43E-03
51720	-0.48	708.4	345.07	5.09E-03
51780	-0.20	707.9	344.25	7.09E-03
51840	-0.31	707.1	345.63	8.39E-03
51900	-0.20	707.1	343.69	6.43E-03
51960	-0.25	706.5	343.69	4.63E-03
52020	-0.42	705.7	344.25	5.51E-03
52080	-0.31	705.7	343.97	8.28E-03
52140	-0.31	706.2	342.04	8.48E-03
52200	-0.03	706.2	341.48	8.36E-03
52260	-0.14	706.8	341.48	8.44E-03
52320	-0.25	706.8	341.48	7.58E-03
52380	-0.25	706.8	340.93	7.49E-03
52440	-0.14	705.7	341.48	7.86E-03
52500	-0.48	706.2	342.04	6.23E-03
52560	-0.14	705.1	341.76	7.64E-03
52620	-0.31	705.4	341.21	5.57E-03
52680	-0.37	704.8	340.66	4.25E-03
52740	-0.53	704.8	340.66	5.30E-03
52800	-0.42	704.0	339.55	5.46E-03
52860	-0.31	703.2	339.55	2.89E-03
52920	-0.48	702.9	339.28	9.49E-04
52980	-0.70	701.5	339.28	-4.48E-06
53040	-0.31	700.7	339.00	-1.44E-05
53100	-0.53	700.4	338.45	-1.44E-05
53160	-0.37	700.2	338.72	-1.44E-05
53220	-0.37	699.3	337.90	-1.44E-05
53280	-0.48	699.3	337.34	-1.44E-05
53340	-0.48	699.3	336.79	-1.27E-05
53400	-0.65	698.2	336.79	-1.27E-05
53460	-0.48	697.4	337.07	-1.27E-05
53520	-0.59	696.6	337.90	-1.27E-05
53580	-0.53	695.5	339.28	-1.27E-05
53640	-0.59	694.9	340.10	-1.12E-05
53700	-0.70	694.6	340.66	-1.27E-05
53760	-0.42	694.6	340.93	-1.27E-05
53820	-0.48	694.6	340.93	-1.27E-05
53880	-0.70	695.2	340.38	-1.10E-05
53940	-0.76	695.5	339.83	-1.27E-05
54000	-0.59	694.9	339.00	-1.10E-05
