1.00E-06	18											
T	8.00E-09	1.29	1.40E+04	0	0	0	0	0	0	0.9	0	0
T	1.35E-08	1.34	1.91E+06	0	0	0	0	0	0	1800	0	0
T	1.40E-07	1.90	1.04E+06	0	0	0	0	0	0	0	66000	0
T	2.40E-07	1.90	3.84E+05	0	0	0	0	0	0	0	660000	0
T	2.80E-07	1.90	1.50E+04	0	0	0	0	0	0	0	570000	0
