0.00	720.03	369.92	7.74E-03	301.2	0.0
0.00	720.03	368.81	8.71E-03	301.4	0.0
0.00	719.20	369.37	9.06E-03	301.5	0.0
0.00	720.03	369.09	8.10E-03	301.4	0.0
0.00	721.41	367.71	6.24E-03	301.4	0.0
0.00	721.96	366.61	4.43E-03	301.1	0.0
0.00	721.69	367.16	5.65E-03	300.9	0.0
0.00	720.86	367.16	7.96E-03	301.1	0.0
0.00	721.41	365.23	8.21E-03	301.4	0.0
0.00	720.31	363.57	8.22E-03	301.6	0.0
0.00	720.58	362.74	8.12E-03	301.9	0.0
0.00	720.31	362.74	7.97E-03	302.1	0.0
0.00	720.03	362.19	7.29E-03	302.3	0.0
0.00	720.31	361.36	6.68E-03	302.1	0.0
0.00	719.75	363.02	6.49E-03	301.9	0.0
0.00	718.65	364.67	5.67E-03	301.9	0.0
0.00	717.55	364.40	5.19E-03	301.5	0.0
0.00	717.82	363.02	5.98E-03	301.4	0.0
0.00	718.37	361.91	4.79E-03	301.1	0.0
0.00	717.82	361.91	4.01E-03	300.8	0.0
0.00	717.55	360.81	4.20E-03	300.3	0.0
0.00	718.10	360.81	4.24E-03	300.0	0.0
0.00	716.44	362.74	4.09E-03	299.8	0.0
0.00	716.44	362.47	4.31E-03	299.5	0.0
0.00	716.44	361.36	4.52E-03	299.4	0.0
0.00	715.89	360.26	5.23E-03	299.2	0.0
0.00	715.34	360.53	4.54E-03	299.1	0.0
0.00	715.61	358.88	4.13E-03	299.0	0.0
0.00	716.44	357.77	4.31E-03	298.9	0.0
0.00	715.61	358.05	7.12E-03	298.9	0.0
0.00	715.06	358.05	8.92E-03	299.3	0.0
0.00	715.34	356.94	8.27E-03	299.5	0.0
0.00	715.06	355.56	8.57E-03	299.7	0.0
0.00	714.51	355.84	7.35E-03	299.9	0.0
0.00	713.13	355.56	5.39E-03	299.8	0.0
0.00	712.58	355.56	5.17E-03	299.6	0.0
0.00	712.85	356.39	4.79E-03	299.5	0.0
0.00	712.02	356.67	5.43E-03	299.4	0.0
0.00	711.75	357.77	6.13E-03	299.4	0.0
0.00	711.20	356.94	4.36E-03	299.2	0.0
0.00	711.75	356.39	5.82E-03	299.0	0.0
0.00	712.02	355.29	5.11E-03	299.1	0.0
0.00	711.75	354.74	5.93E-03	299.1	0.0
0.00	712.30	353.63	7.93E-03	299.4	0.0
0.00	712.58	352.53	6.87E-03	299.6	0.0
0.00	712.58	351.70	6.33E-03	299.5	0.0
0.00	711.75	351.70	8.11E-03	299.7	0.0
0.00	710.64	352.53	5.11E-03	299.7	0.0
0.00	710.37	352.25	3.72E-03	299.5	0.0
0.00	710.09	351.70	3.61E-03	299.2	0.0
0.00	709.26	350.87	4.22E-03	298.9	0.0
